,No.,year,Name,Age,Team,Position
2261,1190,2018,Michel Vorm,34,Tottenham,Goalkeeper
2262,585,2018,Gerard Deulofeu,24,Watford,Forward
2263,1426,2018,Romelu Lukaku,25,Man Utd,Forward
2264,358,2018,Danny Rose,28,Tottenham,Defender
2265,1100,2018,Marko Arnautovic,29,West Ham,Forward
2266,1615,2018,Toby Alderweireld,29,Tottenham,Defender
2267,372,2018,David Brooks,21,Bournemouth,Midfielder
2268,581,2018,Georges-Kevin Nkoudou,23,Tottenham,Midfielder
2269,357,2018,Danny Ings,26,Southampton,Forward
2270,388,2018,Davinson Sanchez,22,Tottenham,Defender
2271,1706,2018,Willy Caballero,36,Chelsea,Goalkeeper
2272,238,2018,Callum Paterson,23,Cardiff,Forward
2273,242,2018,Calum Chambers,23,Fulham,Defender
2274,507,2018,Fabian Delph,28,Man City,Midfielder
2275,1537,2018,Sokratis Papastathopoulos,30,Arsenal,Defender
2276,1351,2018,Phil Jones,26,Man Utd,Defender
2277,710,2018,James McArthur,30,Crystal Palace,Midfielder
2278,834,2018,Jonjo Shelvey,26,Newcastle,Midfielder
2279,700,2018,Jamaal Lascelles,24,Newcastle,Defender
2280,149,2018,Ashley Westwood,28,Burnley,Midfielder
2281,1539,2018,Solly March,24,Brighton,Midfielder
2282,78,2018,Alisson Becker,25,Liverpool,Goalkeeper
2283,284,2018,Chris Smalling,28,Man Utd,Defender
2284,134,2018,Antonio Rudiger,25,Chelsea,Defender
2285,169,2018,Ben Gibson,25,Burnley,Defender
2286,835,2018,Jonjoe Kenny,21,Everton,Defender
2287,1411,2018,Robert Snodgrass,30,West Ham,Midfielder
2288,1175,2018,Mesut Ozil,29,Arsenal,Midfielder
2289,968,2018,Kurt Zouma,23,Everton,Defender
2290,491,2018,Erik Lamela,26,Tottenham,Midfielder
2291,1733,2018,Zanka,28,Huddersfield,Defender
2292,785,2018,Joe Bennett,28,Cardiff,Defender
2293,1444,2018,Ryan Bennett,28,Wolves,Defender
2294,1530,2018,Simon Francis,33,Bournemouth,Defender
2295,1448,2018,Ryan Fredericks,25,West Ham,Defender
2296,1259,2018,Nemanja Matic,30,Man Utd,Midfielder
2297,1689,2018,Wesley Hoedt,24,Southampton,Defender
2298,1299,2018,Oriol Romeu,26,Southampton,Midfielder
2299,616,2018,Hamza Choudhury,20,Leicester,Midfielder
2300,11,2018,Abdoulaye Doucoure,25,Watford,Midfielder
2301,789,2018,Joe Gomez,21,Liverpool,Defender
2302,1192,2018,Miguel Almiron,24,Newcastle,Midfielder
2303,147,2018,Ashley Barnes,28,Burnley,Forward
2304,1223,2018,Moussa Sissoko,29,Tottenham,Midfielder
2305,269,2018,Charlie Taylor,24,Burnley,Defender
2306,808,2018,Joel Ward,28,Crystal Palace,Defender
2307,811,2018,Johann Gudmundsson,27,Burnley,Midfielder
2308,1313,2018,Pablo Zabaleta,33,West Ham,Defender
2309,1228,2018,Naby Keita,23,Liverpool,Midfielder
2310,1405,2018,Rob Holding,22,Arsenal,Defender
2311,122,2018,Angelo Ogbonna,30,West Ham,Defender
2312,488,2018,Eric Dier,24,Tottenham,Defender
2313,1487,2018,Scott Dann,31,Crystal Palace,Defender
2314,1660,2018,Vicente Guaita,31,Crystal Palace,Goalkeeper
2315,1327,2018,Paul Dummett,26,Newcastle,Defender
2316,5,2018,Aaron Mooy,27,Huddersfield,Midfielder
2317,105,2018,Andreas Christensen,22,Chelsea,Defender
2318,146,2018,Artur Boruc,38,Bournemouth,Goalkeeper
2319,1255,2018,Neil Etheridge,28,Cardiff,Goalkeeper
2320,1695,2018,Will Hughes,23,Watford,Midfielder
2321,1007,2018,Lewis Dunk,26,Brighton,Defender
2322,1032,2018,Lucas Torreira,22,Arsenal,Midfielder
2323,1070,2018,Manuel Lanzini,25,West Ham,Midfielder
2324,1064,2018,Mamadou Sakho,28,Crystal Palace,Defender
2325,1662,2018,Victor Camarasa,24,Cardiff,Midfielder
2326,1164,2018,Maxime Le Marchand,28,Fulham,Defender
2327,634,2018,Hector Bellerin,23,Arsenal,Defender
2328,1325,2018,Patrick van Aanholt,28,Crystal Palace,Defender
2329,1113,2018,Martin Montoya,27,Brighton,Defender
2330,25,2018,Adam Smith,27,Bournemouth,Defender
2331,1217,2018,Morgan Schneiderlin,28,Everton,Midfielder
2332,1712,2018,Xherdan Shaqiri,26,Liverpool,Midfielder
2333,7,2018,Aaron Ramsey,27,Arsenal,Midfielder
2334,628,2018,Harvey Barnes,20,Leicester,Midfielder
2335,339,2018,Dan Gosling,28,Bournemouth,Midfielder
2336,891,2018,Juan Mata,30,Man Utd,Midfielder
2337,1557,2018,Steve Mounie,23,Huddersfield,Forward
2338,168,2018,Ben Foster,35,Watford,Goalkeeper
2339,344,2018,Daniel Amartey,23,Leicester,Defender
2340,103,2018,Andre-Frank Zambo Anguissa,22,Fulham,Midfielder
2341,373,2018,David Button,29,Brighton,Goalkeeper
2342,166,2018,Ben Davies,25,Tottenham,Defender
2343,222,2018,Bruno Ecuele Manga,30,Cardiff,Defender
2344,684,2018,Jack Wilshere,26,West Ham,Midfielder
2345,190,2018,Bernd Leno,26,Arsenal,Goalkeeper
2346,135,2018,Antonio Valencia,33,Man Utd,Defender
2347,1665,2018,Victor Lindelof,24,Man Utd,Defender
2348,1319,2018,Pascal Gross,27,Brighton,Midfielder
2349,2,2018,Aaron Cresswell,28,West Ham,Defender
2350,1071,2018,Marc Albrighton,28,Leicester,Midfielder
2351,285,2018,Chris Wood,26,Burnley,Forward
2352,290,2018,Christian Kabasele,27,Watford,Defender
2353,842,2018,Jordan Henderson,28,Liverpool,Midfielder
2354,754,2018,Jeffrey Schlupp,25,Crystal Palace,Midfielder
2355,452,2018,Ederson,25,Man City,Goalkeeper
2356,1105,2018,Marouane Fellaini,30,Man Utd,Midfielder
2357,1414,2018,Roberto Pereyra,27,Watford,Midfielder
2358,23,2018,Adam Masina,24,Watford,Defender
2359,319,2018,Craig Cathcart,29,Watford,Defender
2360,1348,2018,Phil Bardsley,33,Burnley,Defender
2361,1713,2018,Yan Valery,19,Southampton,Defender
2362,287,2018,Christian Benteke,27,Crystal Palace,Forward
2363,332,2018,Dale Stephens,29,Brighton,Midfielder
2364,47,2018,Alberto Moreno,26,Liverpool,Defender
2365,786,2018,Joe Bryan,24,Fulham,Defender
2366,1431,2018,Ross Barkley,24,Chelsea,Midfielder
2367,98,2018,Andre Gomes,25,Everton,Midfielder
2368,593,2018,Glenn Murray,34,Brighton,Forward
2369,1552,2018,Stephen Ward,33,Burnley,Defender
2370,1127,2018,Mateo Kovacic,24,Chelsea,Midfielder
2371,236,2018,Callum Hudson-Odoi,17,Chelsea,Forward
2372,390,2018,Davy Propper,26,Brighton,Midfielder
2373,1097,2018,Mark Noble,31,West Ham,Midfielder
2374,126,2018,Anthony Knockaert,26,Brighton,Midfielder
2375,555,2018,Gabriel Jesus,21,Man City,Forward
2376,42,2018,Ainsley Maitland-Niles,21,Arsenal,Midfielder
2377,1149,2018,Matthew Lowton,29,Burnley,Defender
2378,424,2018,Diogo Dalot,19,Man Utd,Defender
2379,1468,2018,Sam Vokes,28,Burnley,Forward
2380,515,2018,Fabri,30,Fulham,Goalkeeper
2381,1112,2018,Martin Kelly,28,Crystal Palace,Defender
2382,1731,2018,Yves Bissouma,21,Brighton,Midfielder
2383,933,2018,Kepa,23,Chelsea,Goalkeeper
2384,520,2018,Federico Fernandez,29,Newcastle,Defender
2385,58,2018,Alex Iwobi,22,Arsenal,Forward
2386,405,2018,Denis Odoi,30,Fulham,Defender
2387,1111,2018,Martin Dubravka,29,Newcastle,Goalkeeper
2388,435,2018,Dominic Calvert-Lewin,21,Everton,Forward
2389,331,2018,Cyrus Christie,25,Fulham,Defender
2390,1622,2018,Tom Heaton,32,Burnley,Goalkeeper
2391,1445,2018,Ryan Bertrand,29,Southampton,Defender
2392,961,2018,Konstantinos Mavropanos,20,Arsenal,Defender
2393,1492,2018,Sead Kolasinac,25,Arsenal,Defender
2394,143,2018,Aron Gunnarsson,29,Cardiff,Midfielder
2395,790,2018,Joe Hart,31,Burnley,Goalkeeper
2396,274,2018,Cheikhou Kouyate,28,Crystal Palace,Midfielder
2397,1122,2018,Mason Holgate,21,Everton,Defender
2398,829,2018,Jonathan Hogg,29,Huddersfield,Midfielder
2399,35,2018,Adrian Mariappa,31,Watford,Defender
2400,1618,2018,Tom Cairney,27,Fulham,Midfielder
2401,186,2018,Bernard,25,Everton,Midfielder
2402,74,2018,Alexis Sanchez,29,Man Utd,Forward
2403,764,2018,Jesse Lingard,25,Man Utd,Midfielder
2404,29,2018,Adama Traore,22,Wolves,Forward
2405,289,2018,Christian Fuchs,32,Leicester,Defender
2406,467,2018,Emerson,24,Chelsea,Defender
2407,276,2018,Chicharito,30,West Ham,Forward
2408,101,2018,Andre Schurrle,27,Fulham,Midfielder
2409,740,2018,Javier Manquillo,24,Newcastle,Defender
2410,294,2018,Christopher Schindler,28,Huddersfield,Defender
2411,1145,2018,Matteo Darmian,28,Man Utd,Defender
2412,1591,2018,Terence Kongolo,24,Huddersfield,Defender
2413,60,2018,Alex McCarthy,28,Southampton,Goalkeeper
2414,359,2018,Danny Simpson,31,Leicester,Defender
2415,674,2018,Jack Cork,29,Burnley,Midfielder
2416,429,2018,Divock Origi,23,Liverpool,Forward
2417,1721,2018,Yerry Mina,23,Everton,Defender
2418,947,2018,Ki Sung-Yueng,29,Newcastle,Midfielder
2419,1511,2018,Sergio Rico,24,Fulham,Goalkeeper
2420,1206,2018,Mohamed Diame,31,Newcastle,Midfielder
2421,88,2018,Alvaro Morata,25,Chelsea,Forward
2422,1681,2018,Wayne Hennessey,31,Crystal Palace,Goalkeeper
2423,257,2018,Cedric Soares,26,Southampton,Defender
2424,958,2018,Kiko Femenia,27,Watford,Defender
2425,627,2018,Harry Winks,22,Tottenham,Midfielder
2426,747,2018,Jean Michael Seri,27,Fulham,Midfielder
2427,1146,2018,Matteo Guendouzi,19,Arsenal,Midfielder
2428,987,2018,Lee Peltier,31,Cardiff,Defender
2429,876,2018,Josh Murphy,23,Cardiff,Midfielder
2430,918,2018,Kasper Schmeichel,31,Leicester,Goalkeeper
2431,22,2018,Adam Lallana,30,Liverpool,Midfielder
2432,928,2018,Kenedy,22,Newcastle,Midfielder
2433,1471,2018,Samir Nasri,31,West Ham,Midfielder
2434,1668,2018,Victor Wanyama,27,Tottenham,Midfielder
2435,683,2018,Jack Stephens,24,Southampton,Defender
2436,1349,2018,Phil Foden,18,Man City,Midfielder
2437,927,2018,Ken Sema,24,Watford,Midfielder
2438,825,2018,Jonas Lossl,29,Huddersfield,Goalkeeper
2439,386,2018,David de Gea,27,Man Utd,Goalkeeper
2440,64,2018,Alex Pritchard,25,Huddersfield,Midfielder
2441,1208,2018,Mohamed Elyounoussi,24,Southampton,Midfielder
2442,1595,2018,Theo Walcott,29,Everton,Forward
2443,402,2018,Demarai Gray,22,Leicester,Forward
2444,994,2018,Leon Balogun,30,Brighton,Defender
2445,1574,2018,Stuart Armstrong,26,Southampton,Midfielder
2446,1516,2018,Shane Long,31,Southampton,Forward
2447,391,2018,DeAndre Yedlin,25,Newcastle,Defender
2448,437,2018,Dominic Solanke,20,Bournemouth,Forward
2449,841,2018,Jordan Ayew,26,Crystal Palace,Forward
2450,845,2018,Jordan Pickford,24,Everton,Goalkeeper
2451,185,2018,Beram Kayal,30,Brighton,Midfielder
2452,549,2018,Fred,25,Man Utd,Midfielder
2453,897,2018,Juninho Bacuna,21,Huddersfield,Midfielder
2454,526,2018,Fernando Llorente,33,Tottenham,Forward
2455,221,2018,Bruno,37,Brighton,Defender
2456,1161,2018,Max Meyer,22,Crystal Palace,Midfielder
2457,1490,2018,Scott McTominay,21,Man Utd,Midfielder
2458,1034,2018,Luciano Vietto,24,Fulham,Forward
2459,1350,2018,Phil Jagielka,36,Everton,Defender
2460,282,2018,Chris Mepham,20,Bournemouth,Defender
2461,31,2018,Ademola Lookman,20,Everton,Forward
2462,468,2018,Emerson Hyndman,22,Bournemouth,Midfielder
2463,899,2018,Junior Hoilett,28,Cardiff,Midfielder
2464,1438,2018,Rui Patricio,30,Wolves,Goalkeeper
2465,794,2018,Joe Ralls,24,Cardiff,Midfielder
2466,1563,2018,Steven Davis,33,Southampton,Midfielder
2467,313,2018,Conor Coady,25,Wolves,Defender
2468,1087,2018,Marcus Bettinelli,26,Fulham,Goalkeeper
2469,267,2018,Charlie Daniels,31,Bournemouth,Defender
2470,1207,2018,Mohamed Elneny,26,Arsenal,Midfielder
2471,1338,2018,Pedro Obiang,26,West Ham,Midfielder
2472,286,2018,Christian Atsu,26,Newcastle,Midfielder
2473,1121,2018,Mason Greenwood,16,Man Utd,Forward
2474,259,2018,Cenk Tosun,27,Everton,Forward
2475,433,2018,Domingos Quina,18,Watford,Midfielder
2476,1291,2018,Olivier Giroud,31,Chelsea,Forward
2477,1247,2018,Nathaniel Clyne,27,Bournemouth,Defender
2478,75,2018,Alfie Mawson,24,Fulham,Defender
2479,1302,2018,Oumar Niasse,28,Cardiff,Forward
2480,605,2018,Greg Cunningham,27,Cardiff,Defender
2481,1361,2018,Rachid Ghezzal,26,Leicester,Midfielder
2482,823,2018,Jon Gorenc Stankovic,22,Huddersfield,Midfielder
2483,1451,2018,Ryan Sessegnon,18,Fulham,Midfielder
2484,915,2018,Karlan Grant,20,Huddersfield,Forward
2485,1132,2018,Mathew Ryan,26,Brighton,Goalkeeper
2486,681,2018,Jack Simpson,21,Bournemouth,Defender
2487,1436,2018,Ruben Vinagre,19,Wolves,Defender
2488,199,2018,Bobby De Cordova-Reid,25,Cardiff,Forward
2489,353,2018,Daniel Sturridge,28,Liverpool,Forward
2490,1187,2018,Michael Obafemi,18,Southampton,Forward
2491,866,2018,Joselu,28,Newcastle,Forward
2492,534,2018,Florent Hadergjonaj,24,Huddersfield,Defender
2493,900,2018,Junior Stanislas,28,Bournemouth,Midfielder
2494,1621,2018,Tom Davies,20,Everton,Midfielder
2495,621,2018,Harry Arter,28,Cardiff,Midfielder
2496,361,2018,Danny Welbeck,27,Arsenal,Forward
2497,387,2018,Davide Zappacosta,26,Chelsea,Defender
2498,4,2018,Aaron Lennon,31,Burnley,Midfielder
2499,1290,2018,Oliver Skipp,17,Tottenham,Midfielder
2500,599,2018,Grady Diangana,20,West Ham,Midfielder
2501,863,2018,Jose Izquierdo,26,Brighton,Forward
2502,1220,2018,Mousa Dembele,31,Tottenham,Midfielder
2503,486,2018,Eric Bailly,24,Man Utd,Defender
2504,904,2018,Kadeem Harris,25,Cardiff,Midfielder
2505,1654,2018,Tyrone Mings,25,Bournemouth,Defender
2506,1232,2018,Nampalys Mendy,26,Leicester,Midfielder
2507,123,2018,Angus Gunn,22,Southampton,Goalkeeper
2508,1005,2018,Lewis Cook,21,Bournemouth,Midfielder
2509,548,2018,Fraser Forster,30,Southampton,Goalkeeper
2510,712,2018,James McCarthy,27,Everton,Midfielder
2511,635,2018,Helder Costa,24,Wolves,Forward
2512,419,2018,Diego Rico,25,Bournemouth,Defender
2513,99,2018,Andre Gray,27,Watford,Forward
2514,281,2018,Chris Lowe,29,Huddersfield,Defender
2515,1620,2018,Tom Cleverley,29,Watford,Midfielder
2516,668,2018,Ivan Cavaleiro,24,Wolves,Forward
2517,14,2018,Aboubakar Kamara,23,Fulham,Forward
2518,63,2018,Alex Oxlade Chamberlain,25,Liverpool,Midfielder
2519,982,2018,Leandro Bacuna,27,Cardiff,Midfielder
2520,77,2018,Alireza Jahanbakhsh,25,Brighton,Forward
2521,490,2018,Erik Durm,26,Huddersfield,Defender
2522,115,2018,Andy Carroll,29,West Ham,Forward
2523,1612,2018,Timothy Fosu-Mensah,20,Fulham,Defender
2524,853,2018,Jordon Ibe,22,Bournemouth,Midfielder
2525,112,2018,Andrew Surman,32,Bournemouth,Midfielder
2526,663,2018,Isaac Success,22,Watford,Forward
2527,802,2018,Joel Coleman,22,Huddersfield,Goalkeeper
2528,1031,2018,Lucas Perez,29,West Ham,Forward
2529,1367,2018,Rajiv van La Parra,27,Huddersfield,Midfielder
2530,233,2018,Caglar Soyuncu,22,Leicester,Defender
2531,249,2018,Carl Jenkinson,26,Arsenal,Defender
2532,930,2018,Kenneth Zohore,24,Cardiff,Forward
2533,561,2018,Gaetan Bong,30,Brighton,Defender
2534,737,2018,Jason Puncheon,32,Huddersfield,Midfielder
2535,1670,2018,Vincent Janssen,24,Tottenham,Forward
2536,1608,2018,Tim Ream,30,Fulham,Defender
2537,360,2018,Danny Ward,27,Cardiff,Forward
2538,633,2018,Havard Nordtveit,28,Fulham,Defender
2539,990,2018,Leighton Baines,33,Everton,Defender
2540,449,2018,Eddie Nketiah,19,Arsenal,Forward
2541,113,2018,Andrii Yarmolenko,28,West Ham,Forward
2542,261,2018,Cesc Fabregas,31,Chelsea,Midfielder
2543,1547,2018,Stephan Lichtsteiner,34,Arsenal,Defender
2544,902,2018,Jurgen Locadia,24,Brighton,Forward
2545,751,2018,Jeff Hendrick,26,Burnley,Midfielder
2546,265,2018,Charlie Austin,29,Southampton,Forward
2547,240,2018,Callum Slattery,19,Southampton,Midfielder
2548,106,2018,Andreas Pereira,22,Man Utd,Midfielder
2549,685,2018,Jacob Murphy,23,Newcastle,Midfielder
2550,152,2018,Asmir Begovic,31,Bournemouth,Goalkeeper
2551,1344,2018,Peter Crouch,37,Burnley,Forward
2552,1066,2018,Manolo Gabbiadini,26,Southampton,Forward
2553,1406,2018,Robert Brady,26,Burnley,Midfielder
2554,1633,2018,Tommy Smith,26,Huddersfield,Defender
2555,539,2018,Floyd Ayite,29,Fulham,Forward
2556,1726,2018,Yoshinori Muto,26,Newcastle,Forward
2557,537,2018,Florin Andone,25,Brighton,Forward
2558,924,2018,Kelechi Iheanacho,21,Leicester,Forward
2559,977,2018,Laurent Depoitre,29,Huddersfield,Forward
2560,645,2018,Iborra,30,Leicester,Midfielder
2561,36,2018,Adrien Silva,29,Leicester,Midfielder
2562,1215,2018,Morgan Gibbs-White,18,Wolves,Midfielder
2563,172,2018,Ben Johnson,18,West Ham,Defender
2564,542,2018,Fousseni Diabate,22,Leicester,Forward
2565,1564,2018,Steven Defour,30,Burnley,Midfielder
2566,1369,2018,Ramadan Sobhi,21,Huddersfield,Midfielder
2567,1125,2018,Matej Vydra,26,Burnley,Forward
2568,879,2018,Josh Sims,21,Southampton,Midfielder
2569,312,2018,Connor Wickham,25,Crystal Palace,Forward
2570,67,2018,Alexander Soerloth,22,Crystal Palace,Forward
2571,406,2018,Denis Suarez,24,Arsenal,Midfielder
2572,10,2018,Abdelhamid Sabiri,21,Huddersfield,Midfielder
2573,939,2018,Kevin McDonald,29,Fulham,Midfielder
2574,1075,2018,Marc Navarro,23,Watford,Defender
2575,1085,2018,Marcos Rojo,28,Man Utd,Defender
2576,798,2018,Joe Willock,19,Arsenal,Midfielder
2577,461,2018,Elias Kachunga,26,Huddersfield,Forward
2578,980,2018,Lazar Markovic,24,Fulham,Midfielder
2579,661,2018,Isaac Mbenza,22,Huddersfield,Forward
2580,991,2018,Leo Bonatini,24,Wolves,Forward
2581,1254,2018,Neeskens Kebano,26,Fulham,Midfielder
2582,1045,2018,Luke Amos,21,Tottenham,Midfielder
2583,1711,2018,Xande Silva,21,West Ham,Forward
2584,566,2018,Gary Cahill,32,Chelsea,Defender
2585,1193,2018,Miguel Britos,33,Watford,Defender
2586,403,2018,Demeaco Duhaney,19,Huddersfield,Defender
2587,1056,2018,Lys Mousset,22,Bournemouth,Forward
2588,1523,2018,Shinji Okazaki,32,Leicester,Forward
2589,230,2018,Bukayo Saka,16,Arsenal,Midfielder
2590,920,2018,Kayne Ramsay,17,Southampton,Defender
2591,1467,2018,Sam Surridge,20,Bournemouth,Forward
2592,119,2018,Angel Gomes,17,Man Utd,Midfielder
2593,27,2018,Adama Diakhaby,22,Huddersfield,Forward
2594,648,2018,Ibrahima Cisse,24,Fulham,Midfielder
2595,362,2018,Danny Williams,29,Huddersfield,Midfielder
2596,1246,2018,Nathaniel Chalobah,23,Watford,Midfielder
2597,1581,2018,Tahith Chong,18,Man Utd,Midfielder
2598,746,2018,Jazz Richards,27,Cardiff,Defender
2599,1391,2018,Rhys Healey,23,Cardiff,Forward
2600,1544,2018,Stefan Johansen,27,Fulham,Midfielder
2601,629,2018,Harvey Elliott,15,Fulham,Midfielder
2602,1499,2018,Sebastian Prodl,31,Watford,Defender
2603,1463,2018,Sam Gallagher,22,Southampton,Forward
2604,1024,2018,Loic Damour,27,Cardiff,Midfielder
2605,252,2018,Carlos Sanchez,32,West Ham,Midfielder
2606,706,2018,James Garner,17,Man Utd,Midfielder
2607,1048,2018,Luke Dreher,19,Crystal Palace,Midfielder
2608,1165,2018,Maximilian Kilman,21,Wolves,Defender
2609,1316,2018,Pape Souare,28,Crystal Palace,Defender
2610,1364,2018,Rafael Camacho,18,Liverpool,Midfielder
2611,1649,2018,Tyreke Johnson,19,Southampton,Forward
2612,1697,2018,Will Norris,25,Wolves,Goalkeeper
2613,568,2018,Gary Madine,28,Cardiff,Forward
2614,133,2018,Antonio Barreca,23,Newcastle,Defender
2615,171,2018,Ben Hamer,30,Huddersfield,Goalkeeper
2616,760,2018,Jermain Defoe,35,Bournemouth,Forward
2617,178,2018,Ben Wilmot,18,Watford,Defender
2618,307,2018,Collin Quaner,27,Huddersfield,Forward
2619,1546,2018,Stefano Okaka,29,Watford,Forward
2620,1154,2018,Matty Daly,17,Huddersfield,Midfielder
2621,1666,2018,Victor Moses,27,Chelsea,Midfielder
2622,161,2018,Bakary Sako,30,Crystal Palace,Forward
2623,8,2018,Aaron Rowe,17,Huddersfield,Midfielder
2624,894,2018,Julian Speroni,39,Crystal Palace,Goalkeeper
2625,935,2019,Kevin De Bruyne,28,Man City,Midfielder
2626,223,2019,Bruno Fernandes,24,Man Utd,Midfielder
2627,1394,2019,Ricardo Pereira,25,Leicester,Defender
2628,29,2019,Adama Traore,23,Wolves,Forward
2629,1404,2019,Riyad Mahrez,28,Man City,Forward
2630,1455,2019,Sadio Mane,27,Liverpool,Forward
2631,1209,2019,Mohamed Salah,27,Liverpool,Forward
2632,1366,2019,Raheem Sterling,24,Man City,Forward
2633,1089,2019,Marcus Rashford,21,Man Utd,Forward
2634,709,2019,James Maddison,22,Leicester,Midfielder
2635,622,2019,Harry Kane,26,Tottenham,Forward
2636,1672,2019,Virgil van Dijk,28,Liverpool,Defender
2637,127,2019,Anthony Martial,23,Man Utd,Forward
2638,1703,2019,Willian,31,Chelsea,Forward
2639,1084,2019,Marcos Alonso,28,Chelsea,Defender
2640,1189,2019,Michail Antonio,29,West Ham,Forward
2641,81,2019,Allan Saint-Maximin,22,Newcastle,Forward
2642,803,2019,Joel Matip,28,Liverpool,Defender
2643,385,2019,David Silva,33,Man City,Midfielder
2644,555,2019,Gabriel Jesus,22,Man City,Forward
2645,1375,2019,Raul Jimenez,28,Wolves,Forward
2646,1540,2019,Son Heung-Min,27,Tottenham,Forward
2647,675,2019,Jack Grealish,23,Aston Villa,Midfielder
2648,1691,2019,Wilfred Ndidi,22,Leicester,Midfielder
2649,725,2019,Jamie Vardy,32,Leicester,Forward
2650,774,2019,Joao Cancelo,25,Man City,Defender
2651,1638,2019,Trent Alexander-Arnold,20,Liverpool,Defender
2652,9,2019,Aaron Wan-Bissaka,21,Man Utd,Defender
2653,1398,2019,Richarlison,22,Everton,Forward
2654,1705,2019,Willy Boly,28,Wolves,Defender
2655,717,2019,James Tarkowski,26,Burnley,Defender
2656,1331,2019,Paul Pogba,26,Man Utd,Midfielder
2657,292,2019,Christian Pulisic,20,Chelsea,Midfielder
2658,1508,2019,Sergio Aguero,31,Man City,Forward
2659,1027,2019,Lucas Digne,26,Everton,Defender
2660,719,2019,James Ward-Prowse,24,Southampton,Midfielder
2661,842,2019,Jordan Henderson,29,Liverpool,Midfielder
2662,1629,2019,Tomas Soucek,24,West Ham,Midfielder
2663,1412,2019,Roberto Firmino,27,Liverpool,Forward
2664,260,2019,Cesar Azpilicueta,30,Chelsea,Defender
2665,623,2019,Harry Maguire,26,Man Utd,Defender
2666,357,2019,Danny Ings,27,Southampton,Forward
2667,117,2019,Andy Robertson,25,Liverpool,Defender
2668,400,2019,Dejan Lovren,30,Liverpool,Defender
2669,1419,2019,Rodri,23,Man City,Midfielder
2670,1501,2019,Sebastien Haller,25,West Ham,Forward
2671,472,2019,Emiliano Buendia,22,Norwich,Midfielder
2672,1053,2019,Luke Thomas,18,Leicester,Defender
2673,1267,2019,Nicolas Pepe,24,Arsenal,Forward
2674,1505,2019,Serge Aurier,26,Tottenham,Defender
2675,446,2019,Dwight McNeil,19,Burnley,Forward
2676,419,2019,Diego Rico,26,Bournemouth,Defender
2677,1642,2019,Troy Deeney,31,Watford,Forward
2678,233,2019,Caglar Soyuncu,23,Leicester,Defender
2679,189,2019,Bernardo Silva,25,Man City,Midfielder
2680,1357,2019,Pierre-Emerick Aubameyang,30,Arsenal,Forward
2681,474,2019,Emiliano Martinez,26,Arsenal,Goalkeeper
2682,778,2019,Joao Moutinho,32,Wolves,Midfielder
2683,396,2019,Declan Rice,20,West Ham,Midfielder
2684,1259,2019,Nemanja Matic,31,Man Utd,Midfielder
2685,815,2019,John McGinn,24,Aston Villa,Midfielder
2686,154,2019,Aymeric Laporte,25,Man City,Defender
2687,731,2019,Japhet Tanganga,20,Tottenham,Defender
2688,733,2019,Jarrod Bowen,22,West Ham,Forward
2689,1138,2019,Matt Doherty,27,Wolves,Defender
2690,642,2019,Hugo Lloris,32,Tottenham,Goalkeeper
2691,1694,2019,Wilfried Zaha,26,Crystal Palace,Forward
2692,279,2019,Chris Basham,31,Sheff Utd,Defender
2693,834,2019,Jonjo Shelvey,27,Newcastle,Midfielder
2694,1029,2019,Lucas Moura,27,Tottenham,Forward
2695,165,2019,Ben Chilwell,22,Leicester,Defender
2696,1243,2019,Nathan Redmond,25,Southampton,Midfielder
2697,522,2019,Felipe Anderson,26,West Ham,Midfielder
2698,1311,2019,Pablo Mari,25,Arsenal,Defender
2699,1127,2019,Mateo Kovacic,25,Chelsea,Midfielder
2700,1228,2019,Naby Keita,24,Liverpool,Midfielder
2701,1524,2019,Shkodran Mustafi,27,Arsenal,Defender
2702,812,2019,John Egan,26,Sheff Utd,Defender
2703,678,2019,Jack O'Connell,25,Sheff Utd,Defender
2704,841,2019,Jordan Ayew,27,Crystal Palace,Forward
2705,70,2019,Alexandre Lacazette,28,Arsenal,Forward
2706,431,2019,Djibril Sidibe,27,Everton,Defender
2707,1490,2019,Scott McTominay,22,Man Utd,Midfielder
2708,1348,2019,Phil Bardsley,34,Burnley,Defender
2709,1123,2019,Mason Mount,20,Chelsea,Midfielder
2710,968,2019,Kurt Zouma,24,Chelsea,Defender
2711,498,2019,Etienne Capoue,31,Watford,Midfielder
2712,1585,2019,Tammy Abraham,21,Chelsea,Forward
2713,973,2019,Kyle Walker,29,Man City,Defender
2714,1381,2019,Reece James,19,Chelsea,Defender
2715,836,2019,Jonny Evans,31,Leicester,Defender
2716,1226,2019,N'Golo Kante,28,Chelsea,Midfielder
2717,585,2019,Gerard Deulofeu,25,Watford,Forward
2718,1352,2019,Philip Billing,23,Bournemouth,Midfielder
2719,337,2019,Dan Burn,27,Brighton,Defender
2720,1291,2019,Olivier Giroud,32,Chelsea,Forward
2721,1007,2019,Lewis Dunk,27,Brighton,Defender
2722,297,2019,Ciaran Clark,29,Newcastle,Defender
2723,552,2019,Frederic Guilbert,24,Aston Villa,Defender
2724,1287,2019,Oliver McBurnie,23,Sheff Utd,Forward
2725,509,2019,Fabinho,25,Liverpool,Midfielder
2726,1424,2019,Romain Saiss,29,Wolves,Defender
2727,269,2019,Charlie Taylor,25,Burnley,Defender
